Country,City_ID,Population
IN,1258297,36872
IN,1258307,26635
IN,1258338,75986
IN,1258342,236843
IN,1258347,26524
IN,1258352,61728
IN,1258362,21392
IN,1258366,66625
IN,1258380,31876
IN,1258386,48950
IN,1258406,21507
IN,1258449,18820
IN,1258455,19873
IN,1258470,131261
IN,1258474,99105
IN,1258477,22741
IN,1258492,26388
IN,1258501,18739
IN,1258526,846454
IN,1258534,26011
IN,1258546,70984
IN,1258553,23404
IN,1258581,53468
IN,1258584,45639
IN,1258592,18495
IN,1258598,26257
IN,1258599,296418
IN,1258637,51244
IN,1258639,43497
IN,1258642,44277
IN,1258658,18318
IN,1258677,29834
IN,1258686,83833
IN,1258692,35754
IN,1258698,39960
IN,1258726,31169
IN,1258740,65314
IN,1258744,93528
IN,1258756,42977
IN,1258786,28881
IN,1258795,34652
IN,1258797,63414
IN,1258803,86820
IN,1258815,26443
IN,1258816,19396
IN,1258819,35392
IN,1258831,150755
IN,1258843,19711
IN,1258847,1177362
IN,1258859,18846
IN,1258864,38348
IN,1258868,49583
IN,1258869,26953
IN,1258875,26164
IN,1258876,17113
IN,1258891,27792
IN,1258916,124168
IN,1258922,31079
IN,1258928,24104
IN,1258930,30627
IN,1258932,304804
IN,1258950,29626
IN,1258952,40977
IN,1258967,27702
IN,1258972,17537
IN,1258980,679995
IN,1258993,26114
IN,1259004,2207929
IN,1259005,121278
IN,1259009,170252
IN,1259012,225962
IN,1259019,36885
IN,1259026,17260
IN,1259034,27462
IN,1259049,22802
IN,1259056,63873
IN,1259060,26228
IN,1259064,186433
IN,1259069,35457
IN,1259083,73835
IN,1259091,394163
IN,1259108,26937
IN,1259110,21015
IN,1259123,30986
IN,1259124,53331
IN,1259148,16173
IN,1259154,71588
IN,1259157,22220
IN,1259163,15000
IN,1259166,198453
IN,1259177,34888
IN,1259184,170841
IN,1259190,39988
IN,1259210,15070
IN,1259222,15066
IN,1259228,48865
IN,1259229,9999
IN,1259231,17533
IN,1259239,350000
IN,1259243,47263
IN,1259244,15332
IN,1259251,20071
IN,1259263,62494
IN,1259264,33615
IN,1259272,35238
IN,1259283,22555
IN,1259297,112118
IN,1259312,177797
IN,1259338,37780
IN,1259385,112050
IN,1259388,37824
IN,1259395,138872
IN,1259400,48837
IN,1259408,57170
IN,1259409,24756
IN,1259411,105512
IN,1259425,227411
IN,1259429,18898
IN,1259434,26290
IN,1259440,88214
IN,1259446,20577
IN,1259460,21014
IN,1259503,47571
IN,1259508,52709
IN,1259530,28967
IN,1259535,16099
IN,1259541,28254
IN,1259552,23047
IN,1259554,15856
IN,1259592,15301
IN,1259608,34630
IN,1259630,32162
IN,1259638,23229
IN,1259647,19511
IN,1259652,1284606
IN,1259680,74212
IN,1259686,131008
IN,1259688,36755
IN,1259693,28149
IN,1259701,30369
IN,1259735,22886
IN,1259744,22572
IN,1259756,36613
IN,1259773,17335
IN,1259775,22588
IN,1259784,15118
IN,1259801,16675
IN,1259811,53202
IN,1259813,46788
IN,1259818,18545
IN,1259827,100146
IN,1259841,51819
IN,1259855,17488
IN,1259857,27105
IN,1259878,24894
IN,1259879,40131
IN,1259890,21663
IN,1259892,43124
IN,1259896,30799
IN,1259905,20220
IN,1259907,23654
IN,1259916,15758
IN,1259917,17662
IN,1259931,34092
IN,1259939,39101
IN,1259954,45967
IN,1259961,33582
IN,1259986,30252
IN,1259994,70069
IN,1260003,25708
IN,1260014,32063
IN,1260016,26514
IN,1260022,23450
IN,1260035,21747
IN,1260040,67982
IN,1260045,37087
IN,1260082,19582
IN,1260086,1599920
IN,1260107,329224
IN,1260120,37648
IN,1260129,18358
IN,1260134,45276
IN,1260135,24091
IN,1260137,174306
IN,1260138,38285
IN,1260141,15394
IN,1260156,18248
IN,1260168,46821
IN,1260173,117863
IN,1260178,34400
IN,1260206,25581
IN,1260210,30928
IN,1260221,15405
IN,1260222,52085
IN,1260228,30991
IN,1260274,37001
IN,1260290,94863
IN,1260296,45379
IN,1260313,18990
IN,1260335,27423
IN,1260341,289629
IN,1260354,38946
IN,1260368,39440
IN,1260387,85695
IN,1260393,85868
IN,1260406,34025
IN,1260417,16837
IN,1260421,21787
IN,1260434,128046
IN,1260448,56586
IN,1260454,46791
IN,1260476,292808
IN,1260482,378705
IN,1260527,28205
IN,1260543,43630
IN,1260546,95665
IN,1260553,19051
IN,1260607,65586
IN,1260612,26619
IN,1260637,121965
IN,1260667,75224
IN,1260671,66085
IN,1260674,42179
IN,1260681,26492
IN,1260685,21335
IN,1260692,157145
IN,1260694,20281
IN,1260697,31935
IN,1260702,29378
IN,1260707,55913
IN,1260713,38547
IN,1260716,210103
IN,1260718,21287
IN,1260728,132728
IN,1260730,72335
IN,1260734,16554
IN,1260771,65833
IN,1260777,123294
IN,1260792,57341
IN,1260793,19630
IN,1260824,40446
IN,1260830,24680
IN,1260833,37360
IN,1260868,18854
IN,1260909,47181
IN,1260911,36499
IN,1260918,20212
IN,1260938,18454
IN,1260940,16387
IN,1260954,15056
IN,1260959,46823
IN,1261008,50913
IN,1261012,85521
IN,1261039,158265
IN,1261045,172872
IN,1261066,21048
IN,1261068,44935
IN,1261086,56110
IN,1261110,53391
IN,1261122,39077
IN,1261181,59841
IN,1261186,17516
IN,1261205,25758
IN,1261227,55911
IN,1261234,46360
IN,1261242,16558
IN,1261258,305438
IN,1261285,17102
IN,1261288,80982
IN,1261309,60351
IN,1261342,32690
IN,1261369,58085
IN,1261375,18222
IN,1261378,20424
IN,1261382,17360
IN,1261394,25405
IN,1261396,34491
IN,1261401,21683
IN,1261402,15462
IN,1261415,48389
IN,1261446,44173
IN,1261451,17567
IN,1261470,88104
IN,1261481,15000
IN,1261512,16060
IN,1261517,32611
IN,1261529,404158
IN,1261532,44423
IN,1261539,28697
IN,1261553,58278
IN,1261567,45769
IN,1261580,16001
IN,1261598,31121
IN,1261613,58346
IN,1261614,35114
IN,1261631,96730
IN,1261639,34134
IN,1261641,79246
IN,1261642,17015
IN,1261647,20044
IN,1261667,23208
IN,1261669,111123
IN,1261672,32587
IN,1261696,41247
IN,1261705,21888
IN,1261711,39426
IN,1261721,18265
IN,1261722,23286
IN,1261726,15374
IN,1261727,51747
IN,1261731,1289497
IN,1261736,16948
IN,1261739,55850
IN,1261748,33755
IN,1261752,29981
IN,1261754,47511
IN,1261771,16299
IN,1261772,66049
IN,1261800,33403
IN,1261810,17403
IN,1261823,39041
IN,1261828,20085
IN,1261835,18555
IN,1261837,22432
IN,1261839,17945
IN,1261848,97194
IN,1261852,59306
IN,1261853,24267
IN,1261871,15077
IN,1261872,17048
IN,1261882,21750
IN,1261901,46280
IN,1261910,50243
IN,1261913,194363
IN,1261922,44176
IN,1261927,165337
IN,1261931,100703
IN,1261932,39650
IN,1261957,45343
IN,1261960,38219
IN,1261971,24209
IN,1261998,18738
IN,1262013,18432
IN,1262034,16126
IN,1262039,55997
IN,1262040,22098
IN,1262065,25878
IN,1262067,121826
IN,1262073,17261
IN,1262089,23084
IN,1262092,57283
IN,1262097,32405
IN,1262109,84006
IN,1262115,16415
IN,1262116,22336
IN,1262117,42309
IN,1262131,253221
IN,1262140,15548
IN,1262151,27544
IN,1262180,2228018
IN,1262187,21732
IN,1262200,76593
IN,1262204,213858
IN,1262209,103501
IN,1262216,96847
IN,1262230,29439
IN,1262240,25933
IN,1262253,23546
IN,1262260,94238
IN,1262266,16760
IN,1262292,202067
IN,1262296,23520
IN,1262302,39512
IN,1262318,20848
IN,1262319,64640
IN,1262321,868313
IN,1262330,333200
IN,1262332,349706
IN,1262338,29664
IN,1262346,21568
IN,1262374,25753
IN,1262380,30209
IN,1262382,32761
IN,1262395,195856
IN,1262410,40223
IN,1262412,39557
IN,1262419,23843
IN,1262426,23536
IN,1262444,17494
IN,1262453,89482
IN,1262463,68000
IN,1262482,203163
IN,1262484,27698
IN,1262485,20081
IN,1262491,17465
IN,1262497,15220
IN,1262510,17000
IN,1262516,21826
IN,1262534,22029
IN,1262546,17259
IN,1262553,18928
IN,1262562,47462
IN,1262566,23030
IN,1262574,23984
IN,1262578,89833
IN,1262591,28647
IN,1262596,22751
IN,1262624,22151
IN,1262625,24146
IN,1262626,33186
IN,1262634,98043
IN,1262651,20776
IN,1262663,47427
IN,1262664,21006
IN,1262669,31895
IN,1262672,30632
IN,1262678,53263
IN,1262710,112144
IN,1262734,20168
IN,1262740,35554
IN,1262771,152004
IN,1262775,118022
IN,1262783,44451
IN,1262794,17696
IN,1262801,721139
IN,1262824,18742
IN,1262843,34021
IN,1262852,55203
IN,1262863,17103
IN,1262951,130549
IN,1262958,58970
IN,1262988,15007
IN,1262995,220029
IN,1263012,101234
IN,1263015,15335
IN,1263021,29626
IN,1263022,27390
IN,1263034,24674
IN,1263051,28505
IN,1263057,15830
IN,1263083,21404
IN,1263101,56743
IN,1263103,66944
IN,1263120,43758
IN,1263142,17166
IN,1263148,44448
IN,1263151,33839
IN,1263185,25495
IN,1263195,41137
IN,1263214,1223184
IN,1263220,153349
IN,1263230,44351
IN,1263247,86660
IN,1263255,22159
IN,1263275,76973
IN,1263280,28313
IN,1263285,28300
IN,1263293,28295
IN,1263300,25537
IN,1263303,37844
IN,1263306,20123
IN,1263309,19299
IN,1263311,246050
IN,1263331,45521
IN,1263364,330511
IN,1263395,22642
IN,1263427,53440
IN,1263494,102345
IN,1263504,63982
IN,1263522,23640
IN,1263523,22248
IN,1263528,26138
IN,1263532,24428
IN,1263564,19734
IN,1263567,18873
IN,1263580,40122
IN,1263591,30624
IN,1263594,41647
IN,1263610,15661
IN,1263622,80018
IN,1263623,29551
IN,1263649,28928
IN,1263659,63148
IN,1263661,50921
IN,1263664,76722
IN,1263678,31091
IN,1263684,47845
IN,1263691,16939
IN,1263694,89201
IN,1263723,23731
IN,1263730,20462
IN,1263744,29198
IN,1263751,23896
IN,1263752,58989
IN,1263761,46395
IN,1263780,417387
IN,1263787,24871
IN,1263797,59391
IN,1263807,27901
IN,1263814,134845
IN,1263824,47853
IN,1263826,18669
IN,1263834,124988
IN,1263852,45184
IN,1263862,28217
IN,1263879,21339
IN,1263898,48852
IN,1263900,15073
IN,1263911,21569
IN,1263917,23478
IN,1263936,77998
IN,1263940,27637
IN,1263943,29105
IN,1263949,24078
IN,1263952,36926
IN,1263965,27493
IN,1263968,32363
IN,1264007,18858
IN,1264010,30677
IN,1264032,28600
IN,1264037,23496
IN,1264047,18820
IN,1264071,64812
IN,1264075,25054
IN,1264085,16649
IN,1264111,113840
IN,1264115,435362
IN,1264136,38129
IN,1264138,76616
IN,1264154,61743
IN,1264196,16225
IN,1264198,20094
IN,1264206,93904
IN,1264282,20163
IN,1264292,94619
IN,1264301,29459
IN,1264317,37913
IN,1264323,22624
IN,1264344,16828
IN,1264356,19343
IN,1264359,89170
IN,1264363,45921
IN,1264368,17988
IN,1264383,16176
IN,1264385,21500
IN,1264395,25728
IN,1264398,32504
IN,1264403,38183
IN,1264407,136135
IN,1264409,37949
IN,1264414,50441
IN,1264433,30548
IN,1264436,22430
IN,1264455,19383
IN,1264457,32699
IN,1264489,26665
IN,1264504,17011
IN,1264514,27213
IN,1264520,29743
IN,1264521,909908
IN,1264523,15631
IN,1264524,29144
IN,1264527,4328063
IN,1264540,33540
IN,1264543,161126
IN,1264551,50671
IN,1264553,28124
IN,1264555,71582
IN,1264570,50570
IN,1264588,86818
IN,1264592,28141
IN,1264621,108593
IN,1264637,192827
IN,1264643,25247
IN,1264644,20447
IN,1264647,51039
IN,1264688,52728
IN,1264700,35431
IN,1264728,15000
IN,1264733,2472011
IN,1264735,89500
IN,1264756,27964
IN,1264773,164810
IN,1264793,58562
IN,1264794,21765
IN,1264839,53032
IN,1264890,29783
IN,1264912,41740
IN,1264949,15519
IN,1264976,37475
IN,1264989,19556
IN,1265007,21880
IN,1265014,348967
IN,1265022,22745
IN,1265025,20769
IN,1265053,26688
IN,1265143,31480
IN,1265150,15076
IN,1265157,126475
IN,1265163,20916
IN,1265166,28442
IN,1265169,23728
IN,1265170,31879
IN,1265201,35140
IN,1265208,19270
IN,1265220,33162
IN,1265233,15589
IN,1265242,140223
IN,1265246,28463
IN,1265310,55911
IN,1265311,32886
IN,1265323,23565
IN,1265331,60490
IN,1265354,48142
IN,1265387,20611
IN,1265400,23257
IN,1265415,16877
IN,1265446,24180
IN,1265504,23017
IN,1265521,23131
IN,1265539,21388
IN,1265555,19854
IN,1265579,63903
IN,1265580,38372
IN,1265591,33273
IN,1265605,76809
IN,1265607,17617
IN,1265613,27197
IN,1265632,24948
IN,1265645,27999
IN,1265655,21903
IN,1265660,38334
IN,1265670,16391
IN,1265683,139264
IN,1265709,19831
IN,1265711,305405
IN,1265716,18976
IN,1265723,26822
IN,1265734,16246
IN,1265752,26183
IN,1265767,341709
IN,1265773,19390
IN,1265795,22975
IN,1265811,19272
IN,1265821,21796
IN,1265828,56725
IN,1265830,23072
IN,1265852,24289
IN,1265859,145926
IN,1265863,66419
IN,1265873,439922
IN,1265886,40379
IN,1265888,35600
IN,1265891,90296
IN,1265905,24004
IN,1265911,59437
IN,1265938,79247
IN,1265961,43651
IN,1265964,31756
IN,1266014,27009
IN,1266029,15479
IN,1266031,37543
IN,1266038,28848
IN,1266049,763088
IN,1266051,15582
IN,1266070,15455
IN,1266073,52492
IN,1266087,33221
IN,1266092,15136
IN,1266116,25846
IN,1266122,419146
IN,1266124,60231
IN,1266128,41170
IN,1266154,60868
IN,1266162,65116
IN,1266164,33539
IN,1266178,19166
IN,1266179,76082
IN,1266209,38714
IN,1266216,27626
IN,1266217,52773
IN,1266220,16834
IN,1266258,83054
IN,1266267,56497
IN,1266285,516142
IN,1266302,17174
IN,1266305,126441
IN,1266322,23095
IN,1266330,31971
IN,1266366,92113
IN,1266372,25494
IN,1266385,34210
IN,1266390,17537
IN,1266397,34930
IN,1266414,19180
IN,1266416,59170
IN,1266425,35021
IN,1266436,78737
IN,1266448,16725
IN,1266452,49330
IN,1266461,25262
IN,1266475,20553
IN,1266486,131749
IN,1266489,94807
IN,1266509,60223
IN,1266510,21024
IN,1266518,25956
IN,1266575,34904
IN,1266596,15618
IN,1266607,105909
IN,1266616,42526
IN,1266620,31613
IN,1266622,31366
IN,1266649,20046
IN,1266666,64460
IN,1266710,18498
IN,1266731,16411
IN,1266744,17177
IN,1266746,15021
IN,1266762,26327
IN,1266774,20755
IN,1266794,42408
IN,1266806,29402
IN,1266809,24767
IN,1266838,16484
IN,1266843,15714
IN,1266847,23405
IN,1266849,64731
IN,1266862,18599
IN,1266872,18256
IN,1266891,21320
IN,1266928,94985
IN,1266945,128346
IN,1266960,45691
IN,1266966,23677
IN,1266975,27492
IN,1266976,219665
IN,1267006,15175
IN,1267016,117137
IN,1267031,182841
IN,1267044,23164
IN,1267065,17216
IN,1267076,170503
IN,1267084,94604
IN,1267090,81328
IN,1267091,38121
IN,1267097,15019
IN,1267115,45321
IN,1267154,25662
IN,1267173,20095
IN,1267174,15734
IN,1267175,42125
IN,1267182,30173
IN,1267187,51577
IN,1267189,49982
IN,1267195,75654
IN,1267202,16350
IN,1267203,31825
IN,1267222,17994
IN,1267226,23464
IN,1267227,68518
IN,1267239,17928
IN,1267283,43843
IN,1267290,15131
IN,1267297,26726
IN,1267336,37850
IN,1267360,64183
IN,1267361,36175
IN,1267369,35238
IN,1267394,83352
IN,1267433,34595
IN,1267439,57349
IN,1267456,16408
IN,1267457,78408
IN,1267461,41893
IN,1267480,192555
IN,1267486,48551
IN,1267492,15311
IN,1267517,20113
IN,1267537,17816
IN,1267538,15321
IN,1267558,21484
IN,1267579,103138
IN,1267588,99462
IN,1267616,53309
IN,1267635,64457
IN,1267648,76915
IN,1267669,26701
IN,1267675,46427
IN,1267708,225049
IN,1267716,22809
IN,1267739,25374
IN,1267742,34554
IN,1267755,228745
IN,1267758,55290
IN,1267772,26693
IN,1267786,26212
IN,1267794,27808
IN,1267819,73717
IN,1267853,64734
IN,1267862,32380
IN,1267869,31188
IN,1267885,91908
IN,1267887,79653
IN,1267904,55663
IN,1267911,92667
IN,1267923,19671
IN,1267939,44764
IN,1267972,24883
IN,1267978,21024
IN,1267979,24430
IN,1267995,2823249
IN,1268007,15870
IN,1268008,20540
IN,1268011,76714
IN,1268015,68450
IN,1268020,42056
IN,1268031,25984
IN,1268032,16712
IN,1268035,15735
IN,1268059,25045
IN,1268095,31364
IN,1268111,53662
IN,1268124,25845
IN,1268135,54848
IN,1268138,43387
IN,1268159,155029
IN,1268189,50752
IN,1268205,86213
IN,1268214,36641
IN,1268246,60828
IN,1268257,332965
IN,1268259,71042
IN,1268266,33524
IN,1268276,16222
IN,1268279,15818
IN,1268293,93184
IN,1268295,1262255
IN,1268310,15423
IN,1268325,44339
IN,1268327,29602
IN,1268339,25929
IN,1268341,53964
IN,1268344,19386
IN,1268360,25513
IN,1268376,40449
IN,1268381,32205
IN,1268383,51748
IN,1268403,43000
IN,1268434,15428
IN,1268450,26287
IN,1268469,27355
IN,1268476,17725
IN,1268480,22708
IN,1268484,27287
IN,1268495,27845
IN,1268540,35690
IN,1268545,18332
IN,1268561,292923
IN,1268567,30418
IN,1268593,140604
IN,1268601,80432
IN,1268615,20154
IN,1268616,32858
IN,1268622,22120
IN,1268624,24539
IN,1268627,20763
IN,1268651,25479
IN,1268662,32935
IN,1268667,16747
IN,1268673,81498
IN,1268680,58066
IN,1268707,77772
IN,1268715,136954
IN,1268722,15381
IN,1268739,24771
IN,1268761,25997
IN,1268772,16856
IN,1268773,184447
IN,1268775,76341
IN,1268782,785178
IN,1268799,49410
IN,1268820,69033
IN,1268823,26338
IN,1268834,40959
IN,1268855,33300
IN,1268863,15788
IN,1268865,921476
IN,1268866,47329
IN,1268896,42420
IN,1268907,161260
IN,1268929,16642
IN,1268936,113193
IN,1268961,19711
IN,1268962,23499
IN,1268977,79492
IN,1268988,86938
IN,1268990,57796
IN,1269006,412927
IN,1269012,31283
IN,1269019,20356
IN,1269020,33121
IN,1269026,18057
IN,1269027,51884
IN,1269042,44122
IN,1269046,38624
IN,1269053,34135
IN,1269056,29316
IN,1269057,20157
IN,1269065,118068
IN,1269092,80837
IN,1269093,20496
IN,1269094,24510
IN,1269102,32217
IN,1269126,16887
IN,1269135,169572
IN,1269153,17002
IN,1269154,56003
IN,1269158,27777
IN,1269168,42524
IN,1269175,16338
IN,1269177,22607
IN,1269179,43861
IN,1269183,17576
IN,1269217,67203
IN,1269227,19467
IN,1269247,82548
IN,1269256,47558
IN,1269269,25631
IN,1269280,160242
IN,1269291,78181
IN,1269298,24388
IN,1269300,616338
IN,1269317,492056
IN,1269321,465567
IN,1269323,43870
IN,1269328,61690
IN,1269350,41594
IN,1269374,100780
IN,1269377,22587
IN,1269379,34774
IN,1269388,107832
IN,1269392,49682
IN,1269395,262034
IN,1269406,27794
IN,1269407,429298
IN,1269413,23280
IN,1269415,38614
IN,1269422,55299
IN,1269435,31388
IN,1269439,17325
IN,1269441,18177
IN,1269445,29824
IN,1269446,25302
IN,1269447,35051
IN,1269477,42157
IN,1269488,34346
IN,1269498,21403
IN,1269502,46942
IN,1269507,67604
IN,1269509,25726
IN,1269515,2711758
IN,1269545,20350
IN,1269551,57363
IN,1269557,96387
IN,1269562,99035
IN,1269564,65305
IN,1269570,41180
IN,1269573,31029
IN,1269578,76465
IN,1269581,32945
IN,1269602,15787
IN,1269605,101300
IN,1269633,1030168
IN,1269646,22697
IN,1269653,100574
IN,1269655,44971
IN,1269665,55691
IN,1269666,31875
IN,1269670,29144
IN,1269690,19166
IN,1269693,29208
IN,1269723,170039
IN,1269731,15954
IN,1269743,1837041
IN,1269751,34075
IN,1269752,17366
IN,1269761,26752
IN,1269771,223523
IN,1269784,56937
IN,1269810,35461
IN,1269819,51642
IN,1269827,33754
IN,1269834,274383
IN,1269843,3597816
IN,1269849,25311
IN,1269862,26184
IN,1269873,47644
IN,1269876,19036
IN,1269908,20824
IN,1269910,177005
IN,1269920,840214
IN,1269927,17354
IN,1269934,103724
IN,1269935,197846
IN,1269936,41236
IN,1269937,158142
IN,1269939,109358
IN,1269943,24685
IN,1269970,16753
IN,1269976,18392
IN,1269979,41485
IN,1269985,28285
IN,1269990,15480
IN,1269993,36869
IN,1270000,44300
IN,1270021,27943
IN,1270022,296436
IN,1270032,53519
IN,1270036,16688
IN,1270059,27277
IN,1270066,22779
IN,1270072,75878
IN,1270077,97568
IN,1270079,133298
IN,1270082,15142
IN,1270090,95593
IN,1270099,60634
IN,1270102,41110
IN,1270164,140063
IN,1270171,60155
IN,1270185,30854
IN,1270216,126882
IN,1270237,24093
IN,1270239,128531
IN,1270245,40000
IN,1270251,57481
IN,1270265,20405
IN,1270271,16736
IN,1270287,44977
IN,1270291,17731
IN,1270343,18964
IN,1270349,78034
IN,1270351,186079
IN,1270370,122635
IN,1270375,67387
IN,1270393,242920
IN,1270396,1027672
IN,1270407,155687
IN,1270417,82407
IN,1270435,26604
IN,1270437,17861
IN,1270454,19280
IN,1270455,34144
IN,1270466,26205
IN,1270474,45741
IN,1270482,21625
IN,1270484,128172
IN,1270498,139497
IN,1270509,18686
IN,1270522,15977
IN,1270525,133606
IN,1270530,31031
IN,1270543,39982
IN,1270554,26451
IN,1270568,139297
IN,1270583,882458
IN,1270598,33780
IN,1270603,21416
IN,1270612,16027
IN,1270618,25191
IN,1270619,40214
IN,1270627,18236
IN,1270642,197340
IN,1270667,22264
IN,1270668,530577
IN,1270670,120964
IN,1270674,20980
IN,1270686,27197
IN,1270711,153689
IN,1270718,16605
IN,1270722,44951
IN,1270723,47121
IN,1270750,33851
IN,1270752,483615
IN,1270759,46647
IN,1270763,26467
IN,1270787,30972
IN,1270791,74851
IN,1270800,93973
IN,1270801,116161
IN,1270820,47419
IN,1270824,17983
IN,1270845,66358
IN,1270863,20044
IN,1270926,1324570
IN,1270927,674246
IN,1270947,57527
IN,1270965,63725
IN,1270990,124897
IN,1270994,101801
IN,1270996,133583
IN,1271005,31395
IN,1271049,58986
IN,1271050,34372
IN,1271064,25851
IN,1271067,73478
IN,1271079,56093
IN,1271083,51635
IN,1271107,131913
IN,1271113,43658
IN,1271131,27066
IN,1271142,43808
IN,1271151,50759
IN,1271175,60000
IN,1271199,21530
IN,1271212,39243
IN,1271213,28142
IN,1271244,31859
IN,1271250,22095
IN,1271259,39138
IN,1271306,103095
IN,1271308,1199191
IN,1271319,40018
IN,1271343,20785
IN,1271345,40435
IN,1271346,54658
IN,1271363,34307
IN,1271413,30406
IN,1271439,423692
IN,1271453,24694
IN,1271459,32447
IN,1271476,899094
IN,1271493,40662
IN,1271495,16499
IN,1271533,35692
IN,1271538,16470
IN,1271543,37043
IN,1271563,28114
IN,1271613,19410
IN,1271631,30700
IN,1271642,15200
IN,1271644,59519
IN,1271662,106250
IN,1271670,65316
IN,1271675,120115
IN,1271676,17661
IN,1271680,24118
IN,1271685,231838
IN,1271688,46366
IN,1271715,195985
IN,1271722,16240
IN,1271729,16271
IN,1271780,50380
IN,1271789,29749
IN,1271819,55952
IN,1271834,26449
IN,1271839,28611
IN,1271847,41420
IN,1271850,162569
IN,1271871,18350
IN,1271874,45098
IN,1271881,20195
IN,1271883,102130
IN,1271885,306409
IN,1271888,30229
IN,1271891,70887
IN,1271892,41647
IN,1271900,30026
IN,1271910,83170
IN,1271911,34010
IN,1271912,166480
IN,1271923,18051
IN,1271929,23810
IN,1271934,66013
IN,1271936,21957
IN,1271940,39766
IN,1271942,241152
IN,1271947,71783
IN,1271949,77450
IN,1271951,1220229
IN,1271954,21834
IN,1271965,20119
IN,1271975,24534
IN,1271976,153047
IN,1271987,257448
IN,1272008,27874
IN,1272013,147270
IN,1272022,33408
IN,1272025,30931
IN,1272045,80933
IN,1272051,183387
IN,1272052,30832
IN,1272061,37680
IN,1272084,26176
IN,1272101,32832
IN,1272140,35837
IN,1272175,518872
IN,1272177,18561
IN,1272181,255283
IN,1272201,45195
IN,1272207,46314
IN,1272225,50524
IN,1272229,15778
IN,1272237,47663
IN,1272242,21706
IN,1272243,122719
IN,1272259,23528
IN,1272277,20400
IN,1272320,35087
IN,1272367,15350
IN,1272375,15000
IN,1272396,35508
IN,1272411,46018
IN,1272423,1193000
IN,1272473,78676
IN,1272476,17748
IN,1272502,23779
IN,1272513,92224
IN,1272525,57097
IN,1272532,42381
IN,1272540,19263
IN,1272543,200797
IN,1272546,23339
IN,1272552,135860
IN,1272596,41554
IN,1272606,52596
IN,1272610,29270
IN,1272629,20685
IN,1272639,43486
IN,1272640,49852
IN,1272646,15315
IN,1272648,122155
IN,1272653,37873
IN,1272657,40095
IN,1272670,54302
IN,1272674,41168
IN,1272689,77070
IN,1272691,366980
IN,1272694,62525
IN,1272699,26496
IN,1272701,75578
IN,1272720,81445
IN,1272722,39689
IN,1272733,54977
IN,1272768,20826
IN,1272780,62230
IN,1272790,21271
IN,1272802,20098
IN,1272805,102462
IN,1272819,19060
IN,1272822,23132
IN,1272832,19540
IN,1272842,114050
IN,1272847,66017
IN,1272852,32912
IN,1272856,29943
IN,1272857,32351
IN,1272860,20604
IN,1272861,29346
IN,1272873,72291
IN,1272874,33718
IN,1272881,21207
IN,1272892,82438
IN,1272962,23656
IN,1272970,30049
IN,1272979,219636
IN,1272983,28285
IN,1272985,19281
IN,1272997,87151
IN,1273002,49973
IN,1273006,29681
IN,1273043,36111
IN,1273066,261218
IN,1273083,21298
IN,1273098,17500
IN,1273104,19703
IN,1273109,29726
IN,1273123,25228
IN,1273128,41568
IN,1273136,26688
IN,1273153,16720
IN,1273181,16936
IN,1273191,24934
IN,1273193,113627
IN,1273206,19788
IN,1273228,16685
IN,1273232,52958
IN,1273246,21134
IN,1273265,88171
IN,1273272,19358
IN,1273294,10927986
IN,1273309,129938
IN,1273313,522081
IN,1273369,73034
IN,1273374,45440
IN,1273390,41236
IN,1273397,21763
IN,1273403,90628
IN,1273409,24562
IN,1273410,20697
IN,1273416,27926
IN,1273434,35782
IN,1273440,23062
IN,1273467,123797
IN,1273491,287150
IN,1273574,52295
IN,1273581,152940
IN,1273587,118776
IN,1273593,17766
IN,1273618,39737
IN,1273626,77704
IN,1273628,21611
IN,1273642,15285
IN,1273665,25019
IN,1273687,83966
IN,1273704,40671
IN,1273708,49048
IN,1273724,70609
IN,1273745,62113
IN,1273751,60836
IN,1273756,18298
IN,1273766,56253
IN,1273780,580000
IN,1273788,22510
IN,1273793,16122
IN,1273795,22653
IN,1273800,127010
IN,1273802,158569
IN,1273834,28491
IN,1273850,25503
IN,1273856,24081
IN,1273858,17446
IN,1273865,959823
IN,1273874,604696
IN,1273880,20806
IN,1273892,103533
IN,1273909,47774
IN,1273923,36459
IN,1273960,15197
IN,1273992,65598
IN,1274020,29000
IN,1274021,25074
IN,1274032,31608
IN,1274040,106710
IN,1274043,45305
IN,1274056,138587
IN,1274077,30139
IN,1274102,41319
IN,1274106,87001
IN,1274116,25898
IN,1274119,51437
IN,1274129,71798
IN,1274146,20111
IN,1274151,39213
IN,1274169,20447
IN,1274195,20518
IN,1274213,94011
IN,1274218,34984
IN,1274219,24292
IN,1274220,121484
IN,1274237,52841
IN,1274243,57831
IN,1274256,58650
IN,1274265,18864
IN,1274284,17335
IN,1274285,24517
IN,1274304,134847
IN,1274315,57071
IN,1274337,111594
IN,1274342,23425
IN,1274343,21260
IN,1274346,24535
IN,1274351,19224
IN,1274359,18727
IN,1274369,17323
IN,1274381,25676
IN,1274389,24080
IN,1274394,18326
IN,1274422,16268
IN,1274428,25043
IN,1274429,23904
IN,1274430,65689
IN,1274468,38011
IN,1274532,33098
IN,1274533,21123
IN,1274536,46844
IN,1274553,112141
IN,1274560,19942
IN,1274571,50558
IN,1274574,24881
IN,1274618,19301
IN,1274640,37681
IN,1274641,66647
IN,1274642,20376
IN,1274664,51430
